Category,Outbreak,Location 1 1,Location 1 2 1,Location 1 2 2,Continent,Lat,Long,Date,Year,Cases,Fatalities,Impact Scale,Source Citation,Source,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27
Measles,Measles,Russia ,Voronezh,,Europe,51.65001,39.2,12/2011,2011.0,5.0,0.0,Cluster,"Long Forgotten Disease. Argumenti i Facti. December 28, 2011.",http://voronezh.aif.ru/issues/862/02_03,,,,,,,,,,,,,,
Measles,Measles,Russia ,,,Europe,62.18730,92.66251,1/2014-12/2014,2011.0,0.0,0.0,Epidemic,"World Health Organization. ""WHO/Europe calls for scaled-up vaccination against measles."" February 25, 2015. ",http://www.euro.who.int/en/media-centre/sections/press-releases/2015/whoeurope-calls-for-scaled-up-vaccination-against-measles,,,,,,,,,,,,,,
Measles,Measles,Russia ,,,Europe,48.70001,44.51667,2/2012,2012.0,100.0,1.0,Epidemic,"LifeNews. ""A measles outbreak in southern Russia has affected 100 people and caused one death."" February 6, 2012.",http://www.lifenews.ru/news/81474,,,,,,,,,,,,,,
Measles,Measles,Russia ,Chechnya,,Europe,43.40233,45.71875,1/2012,2012.0,25.0,0.0,Cluster,"The Caucasian Knot. ""Measles outbreak in Chechnya."" January 12, 2012",http://www.kavkaz-uzel.ru/articles/199078/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Izhevsk,,Europe,56.83333,53.18333,4/2012,2012.0,6.0,0.0,Cluster,"The Moscow Post. ""Outbreak of measles in Izhevsk city,"" April 10, 2012.",http://moscow-post.ru/news/society/v_izhevske_zafiksirovana_vspyshka_kori53278/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Murmansk,,Europe,68.99307,33.11845,1/2012,2012.0,2.0,0.0,Cluster,"Komsomolskaya Pravda. ""Measles arrives in Murmansk -- capital of the Arctic"". January 31, 2012.",http://murmansk.kp.ru/online/news/1071779/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Rybinsk,,Europe,58.05001,38.83333,3/2012,2012.0,9.0,0.0,Cluster,"Novosti Yaroslavlya. ""Measles outbreak in Rybinsk."" March 29, 2012",http://www.yar.aif.ru/health/news/53603,,,,,,,,,,,,,,
Measles,Measles,Russia ,St. Petersburg,,Europe,60.07624,30.12138,1/2012,2012.0,31.0,0.0,Cluster,"INFOX.re. ""Measles outbreak in St. Petersburg"". February 1, 2012.",http://www.infox.ru/03/body/2012/01/31/V_Pyetyerburgye_____.phtml,,,,,,,,,,,,,,
Measles,Measles,Russia ,Adygea,,Europe,44.82292,40.17545,10/2013,2013.0,11.0,0.0,Isolated,"Adygea TV. ""В Адыгее зарегистрировано 11 случаев заболевания корью,"" October 18, 2013.",http://www.adygtv.ru/6624/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Astrakhan,,Europe,46.36667,48.08333,1/2013-11/2013,2013.0,148.0,0.0,Epidemic,"Kavkasz-uzel. ""Роспотребнадзор: за 11 месяцев 2013 года в Астраханской области зарегистрированы 148 случаев заболевания корью."" December 6, 2013.
",http://www.kavkaz-uzel.ru/articles/234681/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Chelyabinsk,,Europe,55.17453,61.42668,9/2013-10/2013,2013.0,38.0,0.0,Cluster,"Interfax Rossiya, ""Врачи отмечают рост случаев заболевания корью в Челябинской области."" October 25, 2013.",http://www.interfax-russia.ru/Ural/news.asp?id=445472&sec=1671,,,,,,,,,,,,,,
Measles,Measles,Russia ,Dagestan,,Europe,42.14319,47.09498,1/2013-11/2013,2013.0,120.0,0.0,Cluster,"Ria Dagestan. ""Эпидемическая ситуация по кори в Дагестане резко осложнилась."" December 2, 2013.",http://www.riadagestan.ru/news/health/epidemicheskaya_situatsiya_po_kori_v_dagestane_rezko_oslozhnilas/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Izhevsk,,Europe,56.82418,53.19432,12/2013,2013.0,12.0,0.0,Secondary,"Izvestia. ""12 человек были госпитализированы с подозрением на корь в Удмуртии в 2013 году."" December 19, 2013.",http://www.izvestiaur.ru/news/view/8222701.html,,,,,,,,,,,,,,
Measles,Measles,Russia ,Moscow,,Europe,55.75124,37.61842,1/2013-6/2013,2013.0,136.0,0.0,Epidemic,"Inmosreg.ru. ""Заболеваемость корью выросла в МО за год в 1,4 раза - Роспотребнадзор."" July 18, 2013.",http://inmosreg.ru/happen_news_society/20130718/600574464.html,,,,,,,,,,,,,,
Measles,Measles,Russia ,Smolensk,,Europe,54.78333,32.05,12/2013,2013.0,3.0,0.0,Cluster,"Zdorovye. ""В Смоленской области предотвращена эпидемия кори."" December 15, 2013.",bit.ly/1a25EnI,,,,,,,,,,,,,,
Measles,Measles,Russia ,Stavropol,,Europe,45.05001,41.96667,10/2013,2013.0,27.0,0.0,Cluster,"Stavropol TV, ""Вспышка кори на Ставрополье."" November 1, 2013.",http://www.stavropolye.tv/medical/view/62702,,,,,,,,,,,,,,
Measles,Measles,Russia ,Tatarstan,,Europe,55.18024,50.72639,1/2013-7/2013,2013.0,720.0,0.0,Epidemic,"Kazan News Agency. ""В Казани принимаются меры против общероссийской вспышки заболеваемости корью."" September 18, 2013.",http://www.kzn.ru/news/40949-v-kazani-prinimayutsya-mery-protiv-obscherossijskoj-vspyshki-zabolevaemosti-koryu,,,,,,,,,,,,,,
Measles,Measles,Russia ,Zeelenograd,,Europe,55.98644,37.20211,2/2013-4/2013,2013.0,20.0,0.0,Cluster,"Zelenograd News Agency. ""В Зеленограде вспышка кори — более 20 больных и несколько очагов инфекции,"" April 17, 2013.",http://www.zelenograd.ru/news/8906/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Altai Republic,,Europe,50.58709,86.87345,5/2014,2014.0,32.0,0.0,Epidemic,"Altai Mountains News. ""Number of measles cases in the Altai increased up to 32 people."" May 18, 2014.",http://www.gorno-altaisk.info/news/29731,,,,,,,,,,,,,,
Measles,Measles,Russia ,Dagestan,,Europe,42.14319,47.35316,1/2014-5/2014,2014.0,526.0,0.0,Epidemic,"RIA Dagestan. ""Более 500 случаев кори зарегистрировано в Дагестане с начала года."" May 29, 2014.
",http://www.riadagestan.ru/news/health/bolee_500_sluchaev_kori_zaregistrirovano_v_dagestane_s_nachala_goda/,,,,,,,,,,,,,,
Measles,Measles,Russia ,Krusk,,Europe,51.71840, 36.17648 ,3/2014,2014.0,219.0,0.0,Cluster,"Remedium.ru. ""CPS announced completion of a measles outbreak in the Kursk region."" March 18, 2014.
",http://remedium.ru/news/detail.php?ID=61146,,,,,,,,,,,,,,
Measles,Measles,Russia ,Kursk region,,Europe,51.7634,35.38118,1/2014,2014.0,78.0,0.0,Cluster,"The Moscow Times. ""Measles Outbreak in Kursk Region Linked to Religious Parents."" January 17, 2014",http://www.themoscowtimes.com/news/article/measles-outbreak-in-kursk-region-linked-to-religious-parents/492912.html,,,,,,,,,,,,,,
Measles,Measles,Russia ,Nizhnevartovsk Region,,Europe,60.94312        ,76.54337,8/2014,2014.0,10.0,0.0,Epidemic,"NewsProm.ru. ""Эпидемия кори в Нижневартовске: уже 10 лабораторно подтвержденных случаев."" August 17, 2014.",http://newsprom.ru/news/Proisshestvija/201593.html,,,,,,,,,,,,,,
Measles,Measles,Russia ,Rostov Region,,Europe,47.68532,41.82590,3/2014,2014.0,185.0,0.0,Cluster," Rostov.aif.ru. ""Measles in the Rostov region has not yet dealt."" March 18, 2014.",http://www.rostov.aif.ru/health/1126307,,,,,,,,,,,,,,
Measles,Measles,Russia ,St. Petersburg,,Europe,59.93428,30.33510,3/2014,2014.0,16.0,0.0,Cluster,"Regnum. ""Measles Petersburg regularly brought from the south of Russia - now no epidemic."" March 18, 2014. ",http://www.regnum.ru/news/medicine/1779703.html,,,,,,,,,,,,,,
Measles,Measles,Russia ,Tyumen,,Europe,57.16667,65.5,5/2014-6/2014,2014.0,38.0,0.0,Epidemic,"NewsProm.ru. ""Measles in Tyumen: the number of cases grows."" July 1, 2014.",http://newsprom.ru/news/Obschestvo/199673.html,,,,,,,,,,,,,,
Measles,Measles,Russia ,Ulyanovsk Region,,Europe,53.97934,47.77624,3/2014,2014.0,1.0,0.0,Isolated,"Trisosny.ru. ""Measles crept to our region."" March 18, 2014.",http://www.trisosny.ru/news/medicine/1744-kor-podobralas-k-nashemu-regionu.html#.Uzq-cPldXzg,,,,,,,,,,,,,,
Measles,Measles,Russia ,Yamal Region,,Europe,66.06531,76.93452,3/2014,2014.0,16.0,0.0,Cluster,"Neelov.ru. ""In Yamal continue to struggle with measles infection."" March 18, 2014.
",http://neelov.ru/na-yamale-prodolzhayut-borbu-s-infekciej-kori.html,,,,,,,,,,,,,,
Measles,Measles,Russia ,Moscow District,,Europe,55.75583,37.61730,01/2015-07/2015,2015.0,15.0,0.0,Epidemic,"Uvao.mos.ru. ""Заболеваемость корью в ЮВАО снизилась в два раза."" July 13, 2015. ",http://uvao.mos.ru/presscenter/news/detail/2003596.html,,,,,,,,,,,,,,
Measles,Measles,Rwanda ,Nyarurguru ,,Africa,-2.662764,29.464359,11/2010,2010.0,2.0,0.0,Cluster,"Ntambara, Paul . ""Rwanda: Suspected Cases of Measles Reported in Nyaruguru."" all Africa, November 13, 2010.",http://allafrica.com/stories/201011150506.html,,,,,,,,,,,,,,
Other,Typhoid,Samoa,,,Australia,-13.91341,-171.73494,4/2012,2012.0,10.0,0.0,Cluster,"Radio New Zealand International. ""Typhoid outbreak at Samoa prison."" April 19, 2012.",http://www.rnzi.com/pages/news.php?op=read&id=67630,,,,,,,,,,,,,,
Other,MERS,Saudi Arabia,,,Asia,23.8859,45.0792,7/2016,2016.0,1443.0,608.0,Epidemic,"Ministry of Health. ""MERS Cases."" Saudi Arabia Ministry of Health. July 29, 2016.",http://www.moh.gov.sa/en/CCC/PressReleases/Pages/default.aspx?PageIndex=1,,,,,,,,,,,,,,
Measles,Measles,Senegal,,,Africa,14.4974,-14.45236,1/2009-12/2009,2009.0,1429.0,0.0,Epidemic,"William j. Moss, Diane E. Griffin. ʺMeasles.ʺ The Lancet. January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext,,,,,,,,,,,,,,
Measles,Measles,Senegal,,,Africa,13.98738,-12.86499,1/2010-4/2010,2010.0,560.0,0.0,Epidemic,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html,,,,,,,,,,,,,,
Polio,Polio,Senegal,,,Africa,15.497401,-14.452362,1/2010,2010.0,18.0,0.0,Cluster,"World Health Organization. ""Polio reported cases."" September 23, 2011.",http://apps.who.int/immunization_monitoring/en/globalsummary/timeseries/tsincidencepol.htm,,,,,,,,,,,,,,
Measles,Measles,Serbia,,,Europe,44.016521,21.005859,1/2011-4/2011,2011.0,300.0,0.0,Epidemic,"Center for Disease Control and Prevention , ""In the News 2011 Measles Update,"" June 23, 2011",http://wwwnc.cdc.gov/travel/destinations/serbia.htm,,,,,,,,,,,,,,
Mumps,Mumps,Serbia,,,Europe,45.26223,19.85186,1/2012-4/2012,2012.0,119.0,0.0,Epidemic,"Eurosurveillance. ""Ongoing mumps outbreak in Novi Sad, the Autonomous Province of Vojvodina, January to April 2012,"" May 10, 2012.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20169,,,,,,,,,,,,,,
Measles,Measles,Sierra Leone,,,Africa,8.460555,-11.779889,1/2010-4/2010,2010.0,351.0,1.0,Epidemic,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html,,,,,,,,,,,,,,
Other,Cholera,Sierra Leone,,,Africa,8.84165,-11.72241,1/2012-8/2012,2012.0,10800.0,176.0,Epidemic,"Aljazeera, ""Sierra Leone hit by cholera outbreak,"" August 16, 2012.",http://www.aljazeera.com/news/africa/2012/08/2012816173953690645.html,,,,,,,,,,,,,,
Measles,Measles,Sierra Leone,Kono District,,Africa,8.76633,-10.89031,5/2015,2015.0,5.0,0.0,Epidemic,"Saffa, Victoria. ""Measles Outbreak in Kono District."" Concord Times. June 4, 2015. ",http://slconcordtimes.com/measles-outbreak-in-kono-district/,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.35208,103.81984,01/2008-12/2008,2008.0,18.0,0.0,Cluster,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.35208,103.81984,01/2009-12/2009,2009.0,16.0,0.0,Cluster,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.35208,103.81984,01/2010-12/2010,2010.0,54.0,0.0,Cluster,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.35208,103.81984,01/2011-12/2011,2011.0,143.0,0.0,Cluster,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.35208,103.81984,01/2012-06/2012,2012.0,21.0,0.0,Cluster,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.28009,103.85095,12/2013-1/2014,2014.0,7.0,0.0,Isolated,"Vimita Mohandas. ""7 notified cases of measles from Dec 29 to Jan 11"" Channel NewsAsia. January 20, 2014.",http://www.channelnewsasia.com/news/singapore/7-notified-cases-of/961126.html,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.28009,103.85095,1/2014-5/2014,2014.0,99.0,0.0,Epidemic,"Khalik, Salma. ""Spike in measles cases in Singapore."" Straits Times. May 10, 2014.",http://www.straitstimes.com/news/singapore/health/story/spike-measles-cases-singapore-20140510,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.28009,103.85095,1/2015-5/2015,2015.0,17.0,0.0,Cluster,"Channel NewsAsia. ""MOH urges parents to get children vaccinated against measles following surge in cases."" May 26, 2016.",http://www.channelnewsasia.com/news/singapore/moh-urges-parents-to-get/2819320.html,,,,,,,,,,,,,,
Measles,Measles,Singapore,,,Asia,1.28009,103.85095,1/2016-5/2016,2016.0,50.0,0.0,Epidemic,"Channel NewsAsia. ""MOH urges parents to get children vaccinated against measles following surge in cases."" May 26, 2016. ",http://www.channelnewsasia.com/news/singapore/moh-urges-parents-to-get/2819320.html,,,,,,,,,,,,,,
Measles,Measles,Slovakia,,,Asia,48.669026,19.699024,2017-04-01T00:00:00Z,2017.0,1.0,0.0,Secondary,"The Slovak Spectator. ""Slovakia reports first case of measles."" April 25, 2017. ",https://spectator.sme.sk/c/20517220/slovakia-reports-first-case-of-measles.html,,,,,,,,,,,,,,
Measles,Measles,Slovenia,,,Europe,46.151241,14.995463,3/2010,2010.0,3.0,0.0,Secondary,"Grgic-Vitek , M. ""Spotlight on measles 2010: A cluster of measles in a hospital setting in Slovenia, March 2010."" Eurosurveillance 15, no. 20 (2010).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19573,,,,,,,,,,,,,,
Measles,Measles,Slovenia,,,Europe,45.95498,13.6493,11/2015,2014.0,44.0,0.0,Cluster,"Vitek, Grgic. "" An outbreak of measles associated with an international dog show in Slovenia, November 2014."" Eurosurveillance (January, 2015). ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=21012,,,,,,,,,,,,,,
Other,Tetanus,Slovenia,,,Europe,45.95498,13.6493,10/2016,2016.0,1.0,0.0,Isolated,"Herriman, Robert. ""Slovenia reports first tetanus case in two decades."" Outbreak News Today. October 17, 2016.",http://outbreaknewstoday.com/slovenia-reports-first-tetanus-case-in-two-decades-69285/,,,,,,,,,,,,,,
Rubella,Rubella,Solomon Islands,,,Asia,-9.64571,160.15619,5/2012,2012.0,6.0,0.0,Cluster,"Radio New Zealand International. ""Solomons rubella outbreak prompts vaccination call."" May 9, 2012.",http://www.rnzi.com/pages/news.php?op=read&id=68066,,,,,,,,,,,,,,
Measles,Measles,Solomon Islands,,,Asia,-9.43509,159.95124,7/2014-10/2014,2014.0,3802.0,7.0,Epidemic,"Solomon Star. ""Measles kills 7; Fight not over yet, say health officials."" October 20, 2014.",http://www.solomonstarnews.com/news/national/4544-measles-kills-7-fight-not-over-yet-say-health-officials,,,,,,,,,,,,,,
Attacks,Violence,Somalia,,,Africa,4.8,46.5,1/2008,2008.0,3.0,3.0,,"Medecins sans Frontieres. ""'The attack on our team in Kismayo has been an attack on the very idea of humanitarianism and our ability to alleviate the suffering in Somalia.'"" February 14, 2008.",http://www.msf.org/article/attack-our-team-kismayo-has-been-attack-very-idea-humanitarianism-and-our-ability-alleviate,,,,,,,,,,,,,,
Attacks,Violence,Somalia,,,Africa,5.15215,46.19962,8/2010,2010.0,1.0,1.0,,"Global Polio Eradication Initiative. ""Polio Worker Killed in Somalia."" August 31, 2010.",http://www.polioeradication.org/tabid/167/iid/63/Default.aspx,,,,,,,,,,,,,,
Measles,Measles,Somalia,Leego,,Africa,2.716667,44.516667,11/2010,2010.0,30.0,19.0,Epidemic,"MD Travel Health, ""Somalia."" 2010. ",http://www.mdtravelhealth.com/destinations/africa/somalia.php,,,,,,,,,,,,,,
Measles,Measles,Somalia,,,Africa,5.152149,46.199616,1/2011-12/2011,2011.0,17298.0,0.0,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/,,,,,,,,,,,,,,
Measles,Measles,Somalia,,,Africa,5.15215,46.19962,1/2012-5/2012,2012.0,4288.0,0.0,Epidemic,"Medecins Sans Frontieres, ""Somalia: Steep increase in measles cases,"" June 8, 2012.",http://www.msf.org/msf/articles/2012/06/somalia-increase-in-measles-cases.cfm,,,,,,,,,,,,,,
Polio,Polio,Somalia,,,Africa,2.03333,45.35001,5/2013-11/2013,2013.0,183.0,0.0,Epidemic,"Global Polio Eradication Initiative. ""Polio this week - as of 08 January 2014."" January 8, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Measles,Measles,Somalia,Somaliland,,Africa,9.98699,45.29939,1/2013,2013.0,52.0,0.0,Cluster,"Sabahi, ""Somaliland government works to contain measles outbreak,"" January 15, 2013.",http://sabahionline.com/en_GB/articles/hoa/articles/newsbriefs/2013/01/15/newsbrief-05,,,,,,,,,,,,,,
Measles,Measles,Somalia,,,Africa,0.51556,42.07333,3/2014-5/2014,2014.0,2350.0,0.0,Epidemic,"RBC Radio. ""SOMALIA: Over 50,000 Somali children are severely malnourished as measles outbreak is declared."" June 16, 2014.",http://www.raxanreeb.com/2014/06/somalia-over-50000-somali-children-are-severely-malnourished-as-measles-outbreak-is-declared/,,,,,,,,,,,,,,
Polio,Polio,Somalia,,,Africa,2.03333,45.35001,1/2014-10/2014,2014.0,5.0,0.0,Epidemic,"Global Polio Eradication Initiative. ""Polio this week as of 24 December 2014."" December 24, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Attacks,Violence,Somalia,,,Africa,4.1632866,47.2037009,2/2014,2014.0,1.0,1.0,,"Horseseed Media. ""Somalia: Female Polio Vaccination Worker Killed in Mogadishu."" February 25, 2014.",http://som.horseedmedia.net/2014/02/somalia-female-polio-vaccination-worker-killed-mogadishu/,,,,,,,,,,,,,,
Attacks,Violence,Somalia,,,Africa,8.40000, 48.48333 ,4/2015,2015.0,12.0,7.0,,"Herriman, Robert. ""Polio workers killed in Somalia."" OUtbreak NEws Today. April 26,2015. ",http://outbreaknewstoday.com/polio-workers-killed-in-somalia-21801/,,,,,,,,,,,,,,
Attacks,Violence,Somalia,Garowe,,Africa,8.40842,48.48372,4/2015,2015.0,4.0,0.0,,"Rubenstein, Leonard. Safeguarding Health in Conflict. Report. Center for Public Health, Johns Hopkins School of Public Health. May 2016. ",https://www.safeguardinghealth.org/sites/shcc/files/SHCC2016final.pdf,,,,,,,,,,,,,,
Measles,Measles,Somalia,,,Africa,0.224021,41.601181,9/2016,2016.0,2758.0,0.0,Epidemic,"Koskinen, Anders. ""MN Measles Outbreak May Have Originated in Somalia."" Alpha News. May 3, 2017. ",http://alphanewsmn.com/mn-measles-outbreak-may-originated-somalia/,,,,,,,,,,,,,,
Measles,Measles,Somalia,,,Africa,8.236324,46.338482,4/2017,2017.0,5700.0,0.0,Epidemic,"Wesangula, Daniel. ""Measles surges among children in famine-threatened Somalia."" Reuters. April 25, 2017. ",http://www.reuters.com/article/us-somalia-children-idUSKBN17R29Y,,,,,,,,,,,,,,
Attacks,Violence,Somalia,Gedo,,Africa,3.503923,42.236244,4/2017,2017.0,4.0,0.0,,"Brooks, Aaron. ""Somalia: Al-Shabaab kidnaps 4 aid workers."" The East Africa Monitor. April 9, 2017. ",http://eastafricamonitor.com/somalia-al-shabaab-kidnaps-4-aid-workers/,,,,,,,,,,,,,,
Measles,Measles,South Africa,,,Africa,-30.55058,23.01833,1/2008-12/2008,2008.0,36.0,0.0,Cluster,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet. January 14, 2012.",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext,,,,,,,,,,,,,,
Measles,Measles,South Africa,,,Africa,-32.84267,26.19141,1/2009-12/2009,2009.0,2510.0,0.0,Epidemic,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext,,,,,,,,,,,,,,
Measles,Measles,South Africa,,,Africa,-30.50977,23.00168,1/2010-12/2010,2010.0,24393.0,0.0,Epidemic,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext,,,,,,,,,,,,,,
Measles,Measles,South Africa,,,Africa,-33.92487        ,21.85686,1/2014-12/2014,2014.0,49.0,0.0,Epidemic,"National Institute for Communicable Diseases. ""Measles Outbreak Alert: South Africa."" December 19, 2014.",http://www.nicd.ac.za/?page=alerts&id=5&rid=476,,,,,,,,,,,,,,
Other,Diphtheria,South Africa,,,Africa,-29.85868, 31.02184 ,4/2015,2015.0,15.0,4.0,Epidemic,"Lucille Blumberg, Preshinie Moodley, Portia Mutevedzi, Neil McKerrow, Koleka Mlisana. ""Update on the diphtheria outbreak in KwaZulu-Natal Province, South Africa, 2015."" ProMED-mail. July 6, 2015. ",http://www.promedmail.org/direct.php?id=3489148,,,,,,,,,,,,,,
Measles,Measles,South Africa,Gauteng,,Africa,-26.270759,28.112268,5/2017,2017.0,17.0,0.0,Cluster,"Waters, Anna. ""Family linked to measles outbreak in Gauteng."" IOL. May 6, 2017. ",http://www.iol.co.za/news/south-africa/gauteng/family-linked-to-measles-outbreak-in-gauteng-8980247,,,,,,,,,,,,,,
Measles,Measles,South Africa,Western Cape,,Africa,-33.227792,21.856859,1/2017-3/2017,2017.0,35.0,0.0,Cluster,"Child, Katharine. ""Measles outbreak prompts mass vaccination campaign."" Times Live. May 4, 2017. ",http://www.timeslive.co.za/local/2017/05/04/Measles-outbreak-prompts-mass-vaccination-campaign,,,,,,,,,,,,,,
Measles,Measles,South Africa,Limpopo,,Africa,-24.702946,28.404626,6/2017,2017.0,3.0,0.0,Secondary,"Tshwane, Tebogo. ""Limpopo Authroities on Alert After 3 Measles Cases Reported."" Eyewitness News. June 21, 2017.",http://ewn.co.za/2017/06/21/limpopo-authorities-on-alert-after-3-cases-of-measles-reported,,,,,,,,,,,,,,
Attacks,Announcement,South Africa,Western Cape,,Africa,33.2278,21.8569,6/2017,2017.0,0.0,0.0,Announcement,"SABC News. ""W Cape Health department urges children to vaccinate for measles."" June 12, 2017.",http://www.sabc.co.za/news/a/f258bf00417c48dc865d872c6b8b577e/W-Cape-Health-department-urges-children-to-vaccinate-for-measles-20170612,,,,,,,,,,,,,,
Measles,Measles,South Sudan,Unity State,,Africa,8.927721,29.788925,1/2011,2011.0,91.0,4.0,Epidemic,"Taban Kuich, Bonifacio. ""Measles kills four and affect 91 children in Unity state."" Sudan Tribune, January 20, 2011.",http://www.allvoices.com/s/event-7940444/aHR0cDovL3N1ZGFudHJpYnVuZS5jb20vTWVhc2xlcy1raWxscy1mb3VyLWFuZC1hZmZlY3QtOTEsMzc2ODk=,,,,,,,,,,,,,,
Polio,Polio,South Sudan,,,Africa,8.53604,26.79678,9/2013,2013.0,3.0,0.0,Isolated,"Global Polio Eradication Initiative. ""Polio this week - As of 23 October 2013."" October 23, 2013.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Measles,Measles,South Sudan,,,Africa,5.97291,28.82956,10/2014-12/2014,2014.0,20.0,0.0,Epidemic,"Radio Tamazuj. ""Vaccinations aim to contain measles outbreak in Maban camps."" December 6, 2014.",https://radiotamazuj.org/en/article/vaccinations-aim-contain-measles-outbreak-maban-camps,,,,,,,,,,,,,,
Polio,Polio,South Sudan,Unity State,,Africa,9.2333333,29.8333333,9/2014,2014.0,1.0,0.0,Isolated,"WHO. ""Poliovirus in South Sudan and Madagascar."" November 14, 2014.",http://www.who.int/csr/don/14-november-2014-polio/en/,,,,,,,,,,,,,,
Measles,Measles,South Sudan,,,Africa,10.07181,33.04635,3/2015,2015.0,6.0,2.0,Cluster,"Radio Tamazuj. ""S Sudan: measles kills 2 in Maban County."" March 25, 2015.",https://radiotamazuj.org/en/article/s-sudan-measles-kills-2-maban-county,,,,,,,,,,,,,,
Measles,Measles,South Sudan,Juba,,Africa,4.85936,31.57125,12/2015,2015.0,9.0,0.0,Cluster,"Mayom, Jok P. ""Health Partners Scale Up Efforts To Halt Measles Outbreak
."" Gurtong. December 3, 2015. ",http://www.gurtong.net/ECM/Editorial/tabid/124/ID/18048/Default.aspx,,,,,,,,,,,,,,
Measles,Measles,South Sudan,,,Africa,6.87699,31.30698,5/2016,2016.0,1321.0,0.0,Epidemic,"International Organization for Migration. ""IOM, Partners Launch Vaccination Campaigns to Combat Measles in South Sudan."" May 27, 2016. ",http://www.iom.int/news/iom-partners-launch-vaccination-campaigns-combat-measles-south-sudan,,,,,,,,,,,,,,
Measles,Measles,South Sudan,Warrap,,Africa,8.220931,28.859680,7/2016,2016.0,280.0,5.0,Epidemic,"Radio Tamazuj. "" Measles cases rise in Warrap."" Radio Tamazuj. July 26, 2016.",https://radiotamazuj.org/en/article/measles-cases-rise-warrap,,,,,,,,,,,,,,
Measles,Measles,South Sudan,North Darfur,,Africa,15.766197,24.904221,8/2016,2016.0,74.0,2.0,Epidemic,"Ailliet. ""Measles cases among South Sudanese in North Darfur."" Dabanga. August 7, 2016.",https://www.dabangasudan.org/en/all-news/article/measles-cases-among-south-sudanese-in-north-darfur,,,,,,,,,,,,,,
Measles,Measles,South Sudan,Wau,,Africa,7.709188,27.983474,11/2016,2016.0,6.0,0.0,Cluster,"Dimo, James Deng. ""UNICEF Detects Cases Of Measles In Wau."" Gurtong. November 25, 2016.",http://www.gurtong.net/ECM/Editorial/tabid/124/ID/20069/Default.aspx,,,,,,,,,,,,,,
